Feature,Coefficient
responcewhat,-0.05171028475593414
respond,-0.07788954884081506
responding,-0.03573475057254279
response,-0.12037534919626804
responsibility,-0.11900298458729347
rest,-0.08291241679098564
result,0.22638713950019942
return,-0.08555942830375683
returned,-0.047457617558659355
reveal,0.4312516511605491
revealed,0.6108379959113355
review,0.20143364686730986
reward,0.5077576481597585
rich,-0.11411694600644358
ride,-0.12508766078875802
right,-0.6809350528743338
rightly,-0.10645026811618273
ring,0.3600941888959622
ringtone,1.4905787543585338
ringtones,0.3862389813454075
risk,-0.01181776163696749
rite,-0.0645041957598208
river,-0.01859007251716578
road,-0.24972004530974762
roast,-0.03179632265410448
rock,-0.18942889740776744
rofl,-0.08400597374106289
roger,-0.04497908532342169
role,-0.15295673885349226
romantic,-0.1530106947723506
ron,-0.0232945032377452
room,-0.34205685153681387
roommate,-0.136006499204413
rose,-0.08450141373093112
round,0.05828045207213228
row,0.015678018262651017
rowwjhl,0.35433673492179846
royal,-0.027887231493220085
rply,-0.0050258321197455234
rreveal,0.5912738406911087
rstm,0.18890259403073914
ru,-0.04426154865302494
rude,0.41776377734947
rule,-0.3329275807666584
run,-0.2961101191776816
running,-0.26359123042627636
rush,-0.020370402116710335
sad,-0.1552581222447978
sae,0.48213909851034403
safe,-0.12416182447045661
said,-0.7263721559620603
salary,-0.030490287009654463
sale,0.10545507166598007
sam,0.2494611262578331
santa,0.7188966196959429
sat,0.03101605528954656
satisfied,-0.13877113718850825
saturday,0.09628954470971376
saucy,0.2169231445976445
savamob,0.5182502227378569
save,-0.09031085960514999
saved,-0.10544614795550467
saw,-0.20725370161149034
say,-0.9516244068933454
saying,-0.20351779629422473
scared,-0.02439783478444272
scary,-0.05313214226443098
sch,-0.05700490568103823
school,-0.375569613789709
score,0.11933729990763187
scotland,-0.00538520228437715
scream,-0.07907873044683691
screaming,-0.04361160121764237
screen,-0.08774669726170972
se,-0.012174817606409594
sea,-0.19063396796158638
search,-0.13350957637980582
searching,-0.13347527775253792
season,0.01298052084735972
seat,-0.015255504573860167
sec,0.43217789519474487
second,-0.2698734783809508
secret,0.6145501921129403
sed,0.2219248395103249
see,0.1324250473171778
seeing,-0.26383563263734583
seem,0.24188136165575194
seemed,-0.04139689902554728
seems,-0.18251010399225756
seen,-0.16031383277216613
selected,0.8499753981665573
selection,0.4421456020262812
self,-0.32256408622309013
sell,0.2029847608349294
selling,0.1037434949343555
semester,-0.1501670182017828
sen,-0.06002218983323115
send,1.5798438274787214
sending,0.15154434020783594
sense,-0.23827573805631988
sent,0.08776994300191573
sentence,-0.06822752077759547
sept,0.4730191181194043
series,-0.09150770451759219
serious,-0.17094116281598518
seriously,-0.12617356956991255
service,2.490180009271311
set,-0.4220771094745614
setting,0.22715025424848737
settle,-0.038262751102411334
settled,-0.07142048096437578
seven,-0.026543034370825468
sex,1.0119515732738924
sexy,1.1189494311815877
sha,-0.06166353164220665
shall,-0.3927706309826602
shame,-0.0031568424884946735
share,-0.3172558396832177
shd,-0.03956802147431315
sheet,-0.021037445235186702
shelf,-0.03547496321622814
shell,-0.10041666337236355
shes,-0.3635625975923869
shesil,-0.04461581870006205
shijas,-0.017350257495729136
shipping,-0.038986499585880276
shirt,-0.08204395006008354
shit,-0.3963092165796551
shld,-0.004473212998509873
shoot,-0.03016940740738255
shop,0.36123136876958034
shopping,0.018017454277206833
short,-0.04365335479083127
shortage,-0.018410823860183004
shorter,-0.009497404514474114
shortly,0.39531288765721584
shot,0.17339960843296068
shouldnt,-0.15728870372523712
shouted,-0.06410748647778658
show,0.5499601016642771
shower,-0.11369740664022682
showing,-0.1800244316607629
shuhui,-0.04811277743114767
shut,-0.013317694588797073
shy,-0.014305409263738246
si,-0.12139985453523551
sib,-0.25202534596813025
sick,-0.08226907068464377
side,-0.15704251503086186
sigh,-0.05786888343510439
sight,-0.14384390155167065
sign,0.19654268681648257
signing,-0.007384226042608403
silence,-0.027504530547721152
silent,-0.08655637506457844
silently,-0.07186211789877618
silver,-0.0018159198020794116
sim,0.1436669247131536
simple,-0.10884069391065684
simpler,-0.03829457984485281
simply,0.2610997284867647
since,-0.17345406614853234
sinco,-0.06569341534201305
sing,-0.020627217010564285
singing,-0.14703073733504957
single,0.42430071587428086
sip,-0.004669200610363832
sipix,0.5164534920918787
sir,-0.9322726577617201
siri,-0.13562801268834626
sister,-0.40507291730316736
sit,-0.07107923678211851
site,-0.09946308800943043
sitll,-0.048427435540166264
sitting,-0.13834828232648833
situation,-0.28209089574524415
six,0.11047040033481668
size,-0.022054614731898667
sk,0.07436264984308032
skilgme,0.09366123162443765
skillgame,0.03710899473059937
skip,-0.00435552625017606
skxh,0.1876993882410873
sky,0.6095354109706168
skype,-0.17790555304348354
skyped,-0.03874425657148932
slap,0.0
slave,-0.050849561197568574
sleep,-0.428858943524381
sleepin,-0.04958710532909557
sleeping,-0.2737081141672804
sleepingand,-0.08987070702576153
sleepsweet,-0.048427435540166264
sleepwellamptake,-0.04297652087521714
sleepy,-0.04197749997457081
slept,-0.0955582412062652
slice,-0.020767915090218574
slide,0.14305821001794558
slightly,-0.030708187938336295
slip,0.0
slipper,-0.04399897606803543
slot,-0.009968192878829465
slow,0.026447225848926628
slowly,-0.11949748768222199
sm,0.9001468119403918
small,-0.16832684135728795
smart,0.10462533490391136
smashed,0.21575865566458044
smell,-0.013542741063194792
smeone,0.0
smile,-0.4412344073253574
smiled,-0.014238152700395345
smiling,-0.419037632713162
smoke,-0.40307402380350377
smoking,-0.01911035003030781
smth,-0.07558157029300278
sn,-0.38875302474707485
snake,-0.03805004840028266
snogs,-0.02794631242123833
snow,-0.1298238910146154
snowman,-0.028762357270211925
social,-0.20183121970242265
sofa,-0.03598644372630455
soft,-0.024011150755036063
software,-0.09780462703039686
soiree,-0.018097824021452224
sol,0.1973883948332666
solve,-0.1518464117254415
solved,-0.015537269237955046
somebody,-0.034182860882431707
someone,0.25660824935641835
somethin,-0.06077651423639574
something,-0.947835578532346
sometime,-0.07656774821858266
sometimes,-0.10474220118033237
somewhere,-0.16505521030238512
song,-0.0341602750272173
sony,0.540148548892777
sonyericsson,0.05450829840174781
soo,-0.01086874072057426
soon,-0.20220562217016697
sooner,-0.04044954209833853
sooooo,-0.00514600165819301
sore,-0.029173087584189135
sorrow,-0.02274400112487128
sorry,-0.9083067080619034
sorryin,-0.05043947034322323
sort,-0.08540788804414988
sorted,-0.04232628448509223
sorting,-0.04390039658325656
sory,-0.04434234118512539
sorydarealyfrm,-0.04434234118512539
soul,0.0
sound,-0.010009475347137638
soup,-0.017258460032363265
source,-0.01791214718806993
south,-0.1392456862451475
sp,0.31065025542106395
space,0.0984330609995193
spanish,0.08388983754433296
spare,-0.08983145582505707
speak,0.13286724555338367
speaking,-0.1746240612033954
special,0.5257670222281433
specialcall,0.5912738406911087
specially,0.4168011262706785
specific,-0.050447976385393396
speechless,-0.1028584505861626
speed,0.009747421897861973
speedchat,0.10823967570221059
speeding,-0.06126603256551416
spell,-0.03605823241015908
spend,-0.15919764296905592
spending,-0.07841326347732806
spent,-0.16479017524431416
spile,-0.009063339427448032
spk,-0.03101317722476056
spl,-0.03809053529221418
splleing,-0.048427435540166264
spoiled,-0.01542672805035793
spoke,-0.1782575336270812
spoken,-0.05689460288868283
spook,0.21847333526622353
spoon,-0.04820152396371766
sport,0.4070881598216515
spree,0.19567866584642357
spring,-0.04789849919059295
sptv,0.37455807054200685
sptyrone,0.4935982553974334
sry,-0.02713058080706347
st,0.7368523911828236
staff,-0.01768350447173582
stamp,-0.04759524004509303
stamped,0.1028919949153691
stand,-0.0569295674817685
standard,0.16287204696372432
standing,-0.048321062905362616
star,0.20324403867038024
staring,-0.1354178647270245
start,-0.04724054741839013
started,-0.06446162152420024
starting,-0.09493344620881887
starwars,0.40441376030454435
statement,0.9645216068801474
station,-0.07844879248316175
status,-0.053723816335437304
stay,0.2245314819940566
stayed,-0.028847523924869965
stayin,-0.045495507889640976
staying,-0.13495953206682315
std,0.7662094186898525
steam,-0.02774673845078035
step,-0.041511766596675354
stick,-0.06945575684059245
sticky,0.12832433995129414
still,-0.7802287189112467
stock,-0.04227949387779795
stockport,0.17878951660292663
stomach,-0.0170985233255197
stomp,-0.006253173642866039
stone,-0.09972869650021678
stop,2.9026103736917985
stopped,-0.07084801698236384
stoptxt,0.06362343095703976
stoptxtstop,0.23712411678961914
store,0.2759977235832087
storming,-0.00021339391926685001
story,0.2116234780873512
str,0.04018785179253237
straight,-0.03197671232516453
strange,-0.1374274606003208
stranger,-0.043770270633437816
street,0.006967410504474498
stress,-0.06856876298657441
stretch,-0.0029257134605193925
strike,-0.10769846751198034
strip,0.3097533694041914
strong,0.07796741889667266
strongbuy,0.28971703141515825
stuck,-0.0065491982004734
student,-0.09319761490717415
studentsthis,-0.05566045205948622
study,-0.1190962277508363
studying,-0.19173863678351022
stuff,0.042938471272574184
stupid,-0.11812378873631603
stupidits,-0.0848558303700241
style,-0.2707898856638755
stylish,-0.04750609493501569
sub,0.2838523989403789
subpoly,0.1048035281025869
subscribed,0.14601152529589279
subscribegbpmnth,0.17831932279597637
subscriber,0.6124440786266913
subscription,0.2670119411532571
success,-0.033578677809988834
successful,-0.01004518973598845
successfully,-0.33463429404456935
suck,-0.10078266688982222
sucker,-0.020199988209183194
sue,0.5405427366192195
sufficient,0.05540479638565854
sugar,-0.04437024296660923
suggest,-0.03206619854148651
suggestion,-0.07590136635649786
suit,-0.03511612441887619
suite,0.10201527642424377
sum,-0.055449234081149094
summer,0.3955927226735252
sun,-0.0013681757097820288
sunday,-0.23855531010778366
sunlight,-0.09415486408947585
sunny,-0.0722547594089623
sunshine,0.5350282204233815
suntec,-0.023943797159468334
sup,-0.13953951163923287
super,0.10131124417780513
superb,0.05783197726327105
superior,-0.11200943878992088
supervisor,-0.1842751441114055
supply,0.07927594572145094
support,0.1031804840981257
suppose,-0.03229719010495701
supposed,-0.29330375283818494
suprman,0.40441376030454435
sura,-0.10016345565336135
sure,-0.6276299338065174
surely,-0.009341896950624038
surfing,-0.10157545245860744
surprise,0.28051360883188736
surprised,-0.05291923753495618
survey,0.10970445579266225
sux,-0.02096614202825888
suzy,0.20049509519481754
sw,0.18890259403073914
swatch,-0.01979790445323558
sweet,-0.35929404723896974
sweetest,-0.07211069778478287
sweetheart,-0.019415264488975455
sweetie,0.0
swimming,-0.04701719721862535
swing,-0.10360841997013133
swiss,-0.24743680377240798
switch,-0.032033301292620685
swoop,-0.023842323157650374
swss,0.23546515660590592
swt,-0.04525548080154676
swtheart,-0.16391280064584704
symbol,0.20449988674335307
system,-0.17023602833218882
ta,0.29762464922341103
table,-0.03943810978757543
tablet,-0.05074149800720812
taco,-0.016761841022287637
tahan,-0.002639166313910237
take,0.22041720690561187
taken,-0.03854253316519316
takin,-0.07272399590262617
taking,-0.12915529115333946
talent,-0.07124751525987791
talk,-0.12024851643118462
talking,-0.13227357792810365
tampa,-0.10545039210927834
tank,-0.041718217608497005
tap,-0.009063339427448032
tape,-0.03489279707088604
tariff,0.17576683265726442
taste,-0.024367587501422712
tat,-0.06659786541439945
taunton,-0.04324311587119311
taxi,-0.02549909925638429
taylor,-0.09777431819811987
tb,-0.046777743073594294
tc,1.4849464675477078
tcrw,0.1476693808055153
tctxt,0.0
tea,-0.25127707744872524
teach,-0.07091286871973396
teacher,-0.04917501921592555
team,0.22525320889828662
tear,-0.06926467393515573
tease,-0.004475202307357857
teasing,-0.1317387256012518
tech,-0.22366374166438144
technical,-0.11818876257230712
tee,-0.023527118881847407
teeth,-0.00644430399454933
tel,-0.1235010303627524
telephone,-0.0033626530216204755
tell,-0.531848096788091
telling,-0.2646529018454771
telly,-0.017021714379910742
telphone,-0.00021339391926685001
temp,-0.2219922375632578
temple,-0.07332111582632118
ten,-0.1616806235182402
tenant,0.37244910145287763
tenerife,0.11904845529620793
tension,-0.03646897398681166
term,0.607922262352311
terrible,-0.00812361416906015
terrific,-0.06941675415151947
terrorist,-0.05113165289099321
tessypls,-0.017350257495729136
test,-0.36299788895526386
testing,-0.03893282766501911
text,3.0796205090060416
textbuddy,0.10656566822602676
texted,-0.09021934045820555
texting,0.2217064106695331
textoperator,0.6250074978282812
textpod,0.056340594499823884
th,-0.31661633897189034
thangam,-0.021723014577436077
thank,-0.427725329782353
thanks,-0.03881321912138721
thanksgiving,-0.07427937065801217
thanx,-0.1928330385612073
that,-0.14588439462249672
thatll,-0.021379937876691544
thats,-1.0149554370700702
theatre,-0.06171691739340261
themob,0.2178436642165817
theory,-0.06338565044855012
there,-0.17029530871935367
therere,0.0
thesis,-0.030936140324045684
theyre,0.08626717789823221
thgt,-0.013733397223771388
thing,-1.1209531904161598
think,-0.1907168108661822
thinkin,-0.3112241971917544
thinking,-0.16735700659070502
thk,-0.13821504575084845
thm,-0.0822101063495541
thnk,-0.12519012900600154
tho,-0.11249561516834103
thot,-0.04083387414381857
though,-0.288403810762213
thought,-0.4407458253709675
thousand,-0.015393194505336327
thread,-0.07317481004598031
three,-0.17563528440634268
threw,-0.06126603256551416
throat,-0.11349251021312808
throw,-0.12485227714763539
thru,-0.3473643837605298
tht,-0.12942586685442836
thts,-0.039848998359523595
thurs,0.17010731830548703
thursday,-0.05593077540291865
thx,-0.042504786156444284
thy,-0.06126603256551416
ti,-0.011900519953988251
tick,-0.030735237653374527
ticket,-0.013155979322346939
tight,-0.02529198729930993
tihs,-0.09685487108038368
til,-0.2640785809487077
till,-0.09792515284358615
time,-0.14983173636549066
timing,-0.035132607187075095
tip,0.07265735092646342
tired,-0.20335089641951912
tirunelvali,-0.11810371484247227
tirupur,-0.03815935402244899
title,0.09126792051905014
tiwary,-0.07545297130405908
tkts,0.12667539208756046
tlk,-0.0167908134430434
tm,-0.04221286971558691
tming,-0.047970118883793475
tmobile,0.3270915356316081
tmr,-0.1309426063028043
tmrw,0.0
tnc,0.0809336417672584
tncs,0.26217104869863667
toa,-0.019159567244568746
toclaim,0.17878951660292663
today,-0.027868544871645085
todayfrom,0.07304901771849816
todaysundaysunday,-0.05061497428057598
tog,-0.01913628922036976
together,-0.28590408286102575
tok,-0.02593972583282724
told,-0.3368521379310297
toll,-0.13877113718850825
tom,0.03604326232441648
tomarrow,-0.045015350352555106
tomeandsaidthis,-0.24614950302687075
tomo,-0.1520198465257219
tomocant,-0.06321837323180188
tomorro,-0.0040053377251101155
tomorrow,-0.5169323272204434
ton,-0.017304220128699914
tone,2.14731315546147
tonesu,0.06883689578126284
tonesyoucouk,0.09640644829769003
tonight,-0.2764558339658366
tonite,-0.15749791419530149
took,-0.32252775380422377
toot,-0.015086695903290764
top,0.8088786021373937
torch,-0.05622352961284892
tot,-0.10633734037558445
total,0.00613786699226218
totally,0.001435952122422822
touch,-0.023348192886486863
touched,-0.24342074883150097
tough,-0.09500073641243646
tour,0.21613340867894215
towards,-0.1606311957753493
town,0.1435485552739943
track,-0.3418934217249535
train,-0.1562661433621102
training,-0.19465760315208236
transaction,-0.2766165420436461
transfered,-0.1458095731809337
travel,0.0554897341516425
treat,-0.1637304290650835
tree,-0.11141360020960216
tried,0.4484287271446762
trip,-0.04105999183436764
trouble,-0.10873279864974734
true,-0.21464993697579696
truly,0.6664270928030742
trust,-0.2035145358647249
truth,-0.15553869887566846
try,-0.18979546318305854
trying,0.009551075548465519
tscs,0.5564302742968958
tsunami,0.2745745194251685
tt,-0.03292171275455284
ttyl,-0.12075837329881672
tuesday,-0.08382541613997778
tuition,-0.025730031088830322
turn,0.030289262228850988
tv,0.4672194494383678
twelve,-0.12467317528145634
twice,-0.10890531673262659
two,-0.3496897591413844
txt,4.345586462043288
txtauction,0.06736891934134011
txtin,0.2710476130453192
txting,0.2911038046404006
txts,0.9267627630759611
tyler,-0.062205496982131854
type,-0.13016330377637764
ufind,0.5912738406911087
ugh,-0.08797407405147087
uk,1.6324542309225132
ull,-0.05852087155454296
umma,-0.06034004766565064
ummmmmaah,-0.017912167159401183
unable,0.004173294818652801
uncle,-0.23476730516054753
understand,-0.15799502057909828
understanding,-0.11651058415174093
understood,-0.056740085846016426
uni,-0.08541756439902173
unique,0.4244022663369917
university,-0.062215726843701545
unless,-0.2684020179285131
unlimited,0.13455456030043098
unredeemed,0.5714320143545631
unsold,-0.01239926361646109
unsub,0.2866631226850738
unsubscribe,0.7366824381128588
update,0.11600416776124066
upgrade,0.05430747876964771
upload,0.11205399997154353
upto,-0.005198622684982068
ur,1.687867244414478
ure,-0.04464588697549656
urgent,1.5187007743033156
urgentbut,-0.018410823860183004
urgentlyits,-0.018410823860183004
urgnt,-0.16575997701781148
urn,-0.13138683068387616
urself,-0.10420688971154224
use,0.5242324825052092
used,-0.38541079374264603
user,0.7399903335600332
usf,-0.07615983785815397
using,-0.054388112231424146
usual,-0.08729222266863942
usualiam,-0.012023371460436019
usually,-0.10363160719506245
uve,0.3689478456759868
uz,0.23155366302428088
valentine,-0.10393155426875791
valid,0.3411899645183997
validhrs,0.10974517221638026
valuable,-0.21200572815951696
value,-0.09348160173583422
valued,0.5364119144518196
various,-0.0328735240135888
vary,0.14413335104878805
vava,-0.02597941010593912
ve,-0.0702562704614044
vegetable,-0.13562801268834626
verify,0.2879397999320326
version,-0.042876924832992415
vettam,-0.14720924435687024
via,-0.14903359506133967
video,1.3629893132183326
videochat,0.22717569326253265
videophones,0.22717569326253265
vijay,-0.04546662411191068
vikky,-0.0680225119560579
village,-0.012523437914553227
violence,-0.06532015795468392
vip,0.29340769120597615
virgin,0.03405003944629814
visit,0.36939921320065805
vl,-0.11411312900128454
voda,0.1661417191812909
vodafone,0.33633763353184376
vodka,-0.056726630009193334
voice,-0.3061586779742044
voicemail,0.770163441713105
vomit,-0.22034032121252795
vote,-0.0496081571057284
voucher,1.3114849614813187
vry,-0.037690239137640004
wa,-0.026348479358735213
wah,-0.009739408780658276
wait,-0.23506021380981343
waitin,-0.027209563197704838
waiting,0.7456549120972364
waitu,-0.07211069778478287
wake,-0.2298615133433613
waking,-0.03125854423699255
walk,-0.07608178513298301
walked,-0.011148431921663484
walking,-0.09975039133605403
wall,-0.06470016469309155
walmart,-0.053736577089646236
wan,-0.013665942353441748
wana,-0.10011692335749216
wanna,0.2143082279614728
want,-0.1488761533885211
wanted,-0.15370514096431626
wanting,0.009430889635342698
wap,0.9920923238516389
warm,-0.04236672591834575
warner,0.11662724287865264
wasnt,-0.29373210119433496
waste,-0.11863405053045523
wat,-0.404688826530541
watch,-0.21040488663508627
watching,-0.3790698385459024
water,-0.15887150487540658
wats,-0.11778787888593083
way,-0.8262090891072216
wb,0.3497499459991723
wcnxx,0.1421162204806779
we,-0.043484973024659195
weak,-0.023237265938307147
wear,-0.054744903587215954
wearing,-0.02897848371405541
weather,-0.12768636194540098
website,0.16080177451537278
wed,-0.1698765479153361
wedding,0.05745722880173105
wednesday,-0.16197104327242176
weed,-0.20622185115816272
week,0.8455443482794394
weekend,0.3051724136945155
weekly,0.8535528463707435
weight,-0.047262270476909944
weird,-0.06894537937363013
welcome,0.7713912587800025
well,-0.6908672048812518
welp,-0.06111815197445092
wen,-0.2560574345088258
went,-0.5463024033791395
wer,-0.16698135617823098
wet,0.053232993598100735
weve,-0.12921480601533378
whatever,-0.50860414398208
whats,-0.2866679378168979
whenever,-0.2063336161755862
whenevr,-0.0764260990520293
whens,-0.09923506426055125
wheres,-0.07969428074901132
wherever,-0.09054733332108314
whether,-0.12254044330389376
white,-0.03641272250807145
who,-0.1991959353364357
whole,-0.22209512995620975
wid,0.07384061144264459
wif,-0.10820267498639607
wife,-0.43902071490209194
wifehow,-0.035185766124251915
wil,-0.18070376625947002
willing,-0.0013196651645190991
win,2.4337512457331436
wind,-0.09019039005826165
window,-0.031234302228942298
wine,-0.15973622227684567
winner,0.8421446511815853
winning,-0.03316776990797862
wisdom,-0.03566248120427374
wise,-0.10945531589162773
wish,-0.1438753821801498
wishing,-0.18400672409761082
wit,-0.15952539215480457
within,0.47475168801413103
without,-0.3021933894351037
wiv,0.03309237854122958
wk,0.601428917743251
wkend,0.0664507059839958
wkg,-0.1091793059898739
wkly,0.6416682182888301
wks,0.07669630633457572
wn,-0.05919880987405091
wnt,-0.04308854553267529
woke,-0.05885058573257362
woman,-0.11780537048132934
wonder,-0.15910800657712162
wonderful,-0.36411518179700614
wondering,-0.2404394304142424
wont,-0.04105448852792291
word,0.33179234122752416
work,-0.48580624875263717
workin,-0.039192657153679776
working,-0.3816741102268244
world,-0.4301459612128422
worried,-0.15206841530550844
worry,-0.29760252880720445
worse,-0.2687914143423599
worth,0.6443451898229642
wot,0.2500770102146948
would,-0.4468076974299466
wouldnt,-0.019763026132561055
wow,0.116760370757056
wp,0.07436264984308032
write,-0.14758815626241184
wrong,-0.13533182884645956
wt,0.012367161031712915
wtf,-0.11047430101024297
wu,0.286269024964133
wun,-0.03319021532902075
wwq,0.1218164197096237
wwwcomuknet,0.08033558531847113
wwwgetzedcouk,0.1617910846707
wwwldewcomwinppmxage,0.05749795555074793
wwwringtonescouk,0.22108073509087417
wwwtcbiz,0.22184009768338736
wwx,0.08827002838833407
wylie,-0.06751717036880003
xavier,0.0
xchat,0.3001605000412162
xmas,0.7253690403506357
xpwk,0.20391959472833845
xuhui,-0.02547099335535704
xx,0.6472556556607557
xxx,0.7410340934092378
xxxx,-0.29069804333413035
xxxxxxx,0.04962595919156524
xxxxxxxxx,0.1569205665528943
xy,-0.04133758664029019
ya,-0.31272545730551327
yahoo,0.15369801112461026
yan,-0.012119017878513657
yar,-0.06133167272139666
yay,-0.03864980748812139
yeah,-0.590192600635046
year,-0.001534053998672715
yep,-0.10827695479980073
yer,0.08827002838833407
yes,0.2350458894583798
yeshe,-0.05554093200578511
yeshere,-0.017430213776111043
yest,-0.019886726711502278
yesterday,-0.13249861547730463
yet,-0.290553081921533
yetunde,-0.03502081743690515
yijue,-0.024875456748405182
ym,-0.007212215937984801
yo,-0.1511109024344642
yoga,-0.029311731052463017
yogasana,-0.02251143203996509
yor,-0.09703814291579455
you,-0.023667300975617922
youclean,-0.049956345849328516
youd,-0.15897956150558606
youll,-0.10804377889641958
youre,-0.49365843644564616
youve,0.035553123612021835
yr,0.3773419769212288
yummy,-0.01213606212336767
yun,-0.10793808322610941
yunny,-0.016569597411510963
yuo,-0.09685487108038368
yup,-0.31828596425384675
zed,0.3501097451717901
üll,-0.030019232056366474
